地区1,地区2,地区3,備考,,もやすごみ,生ごみ,びん・カン,プラマークごみ,ペットボトル,こわすごみ,危険ごみ,布類,うめるごみ
神野新田町,字コノ割,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
神野新田町,字エノ割,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
神野新田町,字テノ割,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
神野新田町,字アノ割,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
神野新田町,字サノ割,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
神野新田町,字キノ割,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
神野新田町,字ユノ割,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
神野新田町,字メノ割,,,吉田方校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/19#28,2026/01/14#28,2026/03/02#56,2026/01/12#56
神野新田町,字ミノ割,,,吉田方校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/19#28,2026/01/14#28,2026/03/02#56,2026/01/12#56
神野新田町,字シノ割,,,吉田方校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/19#28,2026/01/14#28,2026/03/02#56,2026/01/12#56
神野新田町,字ヱノ割,,,吉田方校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/19#28,2026/01/14#28,2026/03/02#56,2026/01/12#56
神野新田町,字ヒノ割,,,吉田方校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/19#28,2026/01/14#28,2026/03/02#56,2026/01/12#56
神野新田町,字モノ割,,,吉田方校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/19#28,2026/01/14#28,2026/03/02#56,2026/01/12#56
神野新田町,字セノ割,,,吉田方校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/19#28,2026/01/14#28,2026/03/02#56,2026/01/12#56
神野新田町,字スノ割,,,吉田方校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/19#28,2026/01/14#28,2026/03/02#56,2026/01/12#56
神野新田町,字京ノ割,,,吉田方校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/19#28,2026/01/14#28,2026/03/02#56,2026/01/12#56
神野新田町,字江縁,,,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
神野新田町,字沖ノ島,,,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
神野新田町,字会所前,汐田校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,汐田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
神野新田町,字会所前,磯辺校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
神野新田町,字会所前,牟呂校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
神野新田町,字品井潟,,,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
神野新田町,字水神下,,,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
神野新田町,字中島,,,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
神野新田町,字中洲,,,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
神野新田町,字中道東,,,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
神野新田町,字宮前,,,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
神野新田町,字沖之島,,,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
神野西町一丁目,,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
神野ふ頭町,,,,牟呂校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
杉山町,,,,杉山校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/19#28,2026/01/14#28,2026/03/02#56,2026/01/12#56
嵩山町,,,,嵩山校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/19#28,2026/01/14#28,2026/03/02#56,2026/01/12#56
住吉町,1～24-9999,,,東田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
住吉町,25～211-9999,,,旭校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
関屋町,,,,松葉校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
高師石塚町,,,,栄校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
高師町,字奥山田,,,岩西校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
高師町,字小野,,,幸校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
高師町,字北新切,,,芦原校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
高師町,字北原,芦原校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,芦原校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
高師町,字北原,栄校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,栄校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
高師町,字北原,岩西校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,岩西校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
高師町,字清水,,,岩西校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
高師町,字水神,,,岩西校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
高師町,字西沢,,,芦原校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
高師町,字丸田,,,岩西校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
高師本郷町,,,,高師校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
高洲町,,,,吉田方校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/19#28,2026/01/14#28,2026/03/02#56,2026/01/12#56
高田町,,,,幸校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
高塚町,,,,高豊校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
忠興一丁目,,,,鷹丘校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
忠興二丁目,,,,鷹丘校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
忠興三丁目,,,,鷹丘校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
立花町,,,,羽根井校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
多米町,下記以外,,,多米校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
多米町,字蝉川,多米校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,多米校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
多米町,字蝉川,鷹丘校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,鷹丘校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
多米中町一丁目～四丁目,,,,多米校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
多米西町一丁目～三丁目,,,,多米校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
多米東町一丁目～三丁目,,,,多米校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
大国町,,,,松山校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
談合町,,,,八町校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
築地町,,,,花田校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
つつじが丘一丁目～三丁目,,,,つつじが丘校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
寺沢町,,,,小沢校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/02/02#28,2026/01/28#28,2026/01/26#56,2026/02/16#56
天伯町,,,,天伯校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
伝馬町,向山校区,,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,向山校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
伝馬町,豊校区,,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,豊校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
東光町,,,,岩田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/19#28,2026/01/14#28,2026/03/02#56,2026/01/12#56
東郷町,,,,東田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
富本町,,,,福岡校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
豊岡町,岩田校区,,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,岩田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/19#28,2026/01/14#28,2026/03/02#56,2026/01/12#56
豊岡町,豊校区,,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,豊校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
問屋町,,,,吉田方校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/19#28,2026/01/14#28,2026/03/02#56,2026/01/12#56
堂浦町,,,,福岡校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
堂坂町,,,,福岡校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
中岩田一丁目～六丁目,,,,岩田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/19#28,2026/01/14#28,2026/03/02#56,2026/01/12#56
中郷町,,,,羽根井校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
中柴町,,,,松山校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
中世古町,,,,新川校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
中野町,字大原,,,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
中野町,字上新切,,,中野校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
中野町,字欠,,,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
中野町,字平北,,,中野校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
中野町,字平西,,,中野校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
中野町,字中原,,,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
中野町,字二本松西,,,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
中野町,字野中,,,磯辺校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
中野町,官有地,,,中野校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
仲ノ町,,,,豊校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
中橋良町,,,,福岡校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
中浜町,,,,中野校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
中原町,,,,谷川校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
中松山町,,,,松山校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
長瀬町,,,,大村校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/02/02#28,2026/01/28#28,2026/01/26#56,2026/02/16#56
浪ノ上町,,,,牛川校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
西赤沢町,下記以外,,,高豊校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
西赤沢町,字深山,下記以外,,富士見校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
西赤沢町,字深山,208～232-9999,,高豊校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
西岩田一丁目～六丁目,,,,豊校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
西小鷹野一丁目～四丁目,,,,鷹丘校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
西小田原町,,,,松山校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
錦町,,,,羽根井校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
西口町,字土橋,飯村校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,飯村校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
西口町,字土橋,岩西校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,岩西校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
西口町,字西ノ口,飯村校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,飯村校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
西口町,字西ノ口,岩西校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,岩西校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
西口町,字元茶屋,飯村校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,飯村校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
西口町,字元茶屋,岩西校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,岩西校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
西口町,官有地,,,岩西校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
西小池町,,,,福岡校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
西新町,,,,八町校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
西高師町,下記以外,,,芦原校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
西高師町,字小谷,高師校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,高師校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
西高師町,字小谷,芦原校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,芦原校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
西高師町,字津森,芦原校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,芦原校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
西高師町,字津森,高師校区,※校区が不明な場合は、校区検索< http://www.city.toyohashi.lg.jp/12080.htm >またはゼロカーボンシティ推進課　電話：0532-51-2399 へお問い合わせください。,高師校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/26#28,2026/01/28#28,2026/02/02#56,2026/02/09#56
西七根町,,,,高豊校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
西橋良町,1～14-9999,,,羽根井校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
西橋良町,15～61-9999,,,福岡校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
西羽田町,,,,花田校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/02/03#28,2026/02/04#28,2026/02/17#56,2026/01/13#56
西浜町,,,,前芝校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/02/02#28,2026/01/28#28,2026/01/26#56,2026/02/16#56
西松山町,,,,松山校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
西幸町,,,,幸校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
西山町,,,,細谷校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/02/02#28,2026/01/28#28,2026/01/26#56,2026/02/16#56
仁連木町,,,,東田校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/12#28,2026/01/14#28,2026/01/19#56,2026/02/23#56
野黒町,,,,羽根井校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/13#28,2026/02/04#28,2026/02/24#56,2026/01/20#56
野田町,,,,吉田方校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/01/19#28,2026/01/14#28,2026/03/02#56,2026/01/12#56
野依台一丁目,,,,野依校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/02/02#28,2026/01/28#28,2026/01/26#56,2026/02/16#56
野依台二丁目,,,,大清水校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/02/02#28,2026/01/28#28,2026/01/26#56,2026/02/16#56
野依町,,,,野依校区,"火金,-2026/01/02","火金,-2026/01/02","木,-2026/01/01",水,水,2026/02/02#28,2026/01/28#28,2026/01/26#56,2026/02/16#56
橋良町,下記以外,,,福岡校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
橋良町,字向山,4～4-9999,,福岡校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/20#28,2026/01/21#28,2026/01/27#56,2026/03/03#56
橋良町,字向山,6～20-9999,,中野校区,"月木,-2026/01/01","月木,-2026/01/01","金,-2026/01/02",水,水,2026/01/27#28,2026/01/21#28,2026/02/10#56,2026/02/03#56
